train/actor_loss,rollout/ep_rew_mean,train/ent_coef_loss,train/critic_loss,rollout/ep_len_mean,train/learning_rate,train/ent_coef,time/episodes,time/fps,time/time_elapsed,train/n_updates,time/total_timesteps
942.9990844726562,-2.302585,-9.83487319946289,30956490.0,1309.75,0.0003,3.77876615524292,4,67,77,5138,5239
2345.86474609375,-2.302585,-13.159252166748047,63620144.0,1446.5,0.0003,22.80470085144043,8,72,159,11471,11572
9058.177734375,-2.236006583333334,-6.08793830871582,62257248.0,1673.75,0.0003,203.98910522460938,12,76,261,19984,20085
40619.16796875,-2.1165573125,-9.010550498962402,17917274.0,1643.0,0.0003,954.75927734375,16,71,368,26187,26288
205975.5625,-2.1108406,-12.166637420654297,1592740864.0,1702.4,0.0003,4352.2509765625,20,74,456,33947,34048
702523.1875,-2.051698083333333,-8.27109146118164,9838060544.0,1703.4583333333333,0.0003,19785.828125,24,75,543,40782,40883
2340023.0,-2.0875390714285715,-8.251977920532227,198210060288.0,1695.4285714285713,0.0003,74489.140625,28,75,629,47371,47472
20432996.0,-2.1144198125000004,-6.845693588256836,24437621522432.0,1791.34375,0.0003,620486.25,32,79,718,57222,57323
68832888.0,-2.105349694444444,-19.816232681274414,416124885794816.0,1793.0555555555557,0.0003,3145015.75,36,80,806,64449,64550
156624736.0,-2.125073225,-18.190792083740234,5803259415494656.0,1777.95,0.0003,13817234.0,40,79,894,71017,71118
247459488.0,-2.1412106590909086,11.42562198638916,4.540847301748326e+16,1760.9772727272727,0.0003,68125192.0,44,80,967,77382,77483
168672112.0,-2.112518229166667,29.245107650756836,2338708745355264.0,1739.1666666666667,0.0003,36220440.0,48,78,1060,83379,83480
73512432.0,-2.12713875,25.06085777282715,4483358520246272.0,1765.6153846153845,0.0003,2958297.75,52,79,1151,91711,91812
76470608.0,-2.4866371428571434,20.88140296936035,1750984346828800.0,1775.6964285714287,0.0003,300785.0,56,79,1258,99338,99439
58452528.0,-2.474367,6.832070350646973,624265107865600.0,1819.5,0.0003,20151.607421875,60,79,1369,109069,109170
46487020.0,-2.4636306250000004,0.5555768013000488,188033265565696.0,1812.59375,0.0003,8411.7197265625,64,79,1458,115905,116006
46827160.0,-2.4083879264705885,0.03588486462831497,11943493500928.0,1760.8235294117646,0.0003,7093.30810546875,68,78,1530,119635,119736
44195788.0,-2.3850274861111114,0.08197025954723358,10219084054528.0,1774.9166666666667,0.0003,5096.31982421875,72,79,1615,127693,127794
38032160.0,-2.387022644736842,-0.012730926275253296,2563060793344.0,1745.907894736842,0.0003,4283.970703125,76,77,1705,132588,132689
28988450.0,-2.5850146125,0.22570505738258362,9295228829696.0,1734.6875,0.0003,3405.825439453125,80,77,1800,138674,138775
21709188.0,-2.5610807857142857,0.8666855096817017,1978332872704.0,1755.154761904762,0.0003,2148.065185546875,84,77,1899,147332,147433
15916601.0,-2.526481022727273,-0.9793822169303894,1216138706944.0,1793.7613636363637,0.0003,911.2184448242188,88,78,2009,157750,157851
10951494.0,-4.983084076086957,3.1433756351470947,164612177920.0,1816.4347826086957,0.0003,415.406982421875,92,79,2105,167011,167112
7413566.0,-4.8706413020833335,-1.6113642454147339,78632796160.0,1815.8229166666667,0.0003,615.8610229492188,96,79,2195,174218,174319
6545371.5,-4.75165622,-4.3707451820373535,280865832960.0,1809.44,0.0003,549.729248046875,100,79,2275,180843,180944
5412783.0,-4.751656220000001,0.03193879872560501,77093584896.0,1795.16,0.0003,400.6209716796875,104,78,2351,184654,184755
3820434.5,-4.751656220000001,-2.420511245727539,17498609664.0,1794.09,0.0003,311.2101745605469,108,77,2453,190880,190981
3301998.25,-4.7469112,-0.08234257996082306,32381390848.0,1752.96,0.0003,265.9002685546875,112,77,2530,195280,195381
3023187.0,-4.74096434,0.3397642970085144,62550335488.0,1726.88,0.0003,282.2443542480469,116,76,2612,198875,198976
2326914.0,-4.749548790000001,-2.336355209350586,17214355456.0,1730.49,0.0003,439.7374572753906,120,76,2713,206996,207097
1627607.75,-4.768857260000001,0.6997749209403992,19363874816.0,1718.1,0.0003,299.09259033203125,124,76,2785,212592,212693
1723780.75,-4.74495294,-1.3998074531555176,5264573988864.0,1708.33,0.0003,284.42315673828125,128,76,2857,218204,218305
1211881.625,-4.72012732,0.47215691208839417,7495230976.0,1657.67,0.0003,268.8384094238281,132,75,2947,222989,223090
1002278.875,-4.6960603899999995,-0.5563467741012573,181232402432.0,1639.84,0.0003,313.5799865722656,136,75,3034,228433,228534
1112810.25,-4.6601439099999995,-0.5261886715888977,14067102720.0,1612.98,0.0003,372.61956787109375,140,74,3109,232315,232416
805462.0,-4.614568529999999,0.6656757593154907,5198969344.0,1590.63,0.0003,391.76910400390625,144,74,3194,236445,236546
667674.375,-4.587215280000001,-0.6171198487281799,4674835456.0,1622.12,0.0003,299.38739013671875,148,74,3284,245591,245692
564172.625,-4.56884055,1.8537836074829102,1991597696.0,1590.76,0.0003,260.2509765625,152,74,3383,250787,250888
475804.875,-4.35044178,-1.844595193862915,71164420096.0,1611.49,0.0003,212.12754821777344,156,74,3492,260487,260588
370672.5,-4.29708646,-0.5398787260055542,7151522816.0,1593.03,0.0003,231.39056396484375,160,74,3591,268372,268473
343907.40625,-4.23053119,-0.14545533061027527,93666304000.0,1605.47,0.0003,240.9681854248047,164,74,3693,276452,276553
320995.8125,-4.2172043299999995,0.6089820265769958,6690506752.0,1637.25,0.0003,210.9559326171875,168,74,3790,283360,283461
296351.65625,-4.1923625499999995,-0.419899046421051,14244945920.0,1605.94,0.0003,291.94866943359375,172,74,3870,288287,288388
248210.578125,-4.150508619999999,0.5329527258872986,1473175552.0,1650.87,0.0003,212.11854553222656,176,74,3981,297675,297776
227963.21875,-3.93709581,0.7937026619911194,2345538816.0,1672.58,0.0003,161.53726196289062,180,74,4081,305932,306033
208499.125,-3.9047042,0.2788766622543335,3429155072.0,1630.1,0.0003,152.4435577392578,184,74,4171,310342,310443
212939.59375,-3.8657978999999996,-0.22653722763061523,2190567936.0,1591.75,0.0003,198.98019409179688,188,74,4259,316925,317026
174570.625,-1.59024186,-0.1248977854847908,17764530176.0,1571.2,0.0003,105.8839340209961,192,74,4348,324131,324232
168446.953125,-1.5561464799999998,-0.10411057621240616,4108383488.0,1576.23,0.0003,117.61824035644531,196,74,4438,331841,331942
147957.71875,-1.56678446,0.27220970392227173,16780967936.0,1595.31,0.0003,129.62782287597656,200,75,4526,340374,340475
151118.875,-1.52512221,0.23432007431983948,2133373952.0,1592.66,0.0003,107.72998046875,204,74,4605,343920,344021
105952.046875,-1.4872389599999998,0.9225010275840759,582955968.0,1578.43,0.0003,133.2479248046875,208,74,4676,348723,348824
106605.0625,-1.4636129400000002,0.13484245538711548,181013344.0,1561.72,0.0003,144.02410888671875,212,73,4760,351452,351553
84210.046875,-1.44466544,-0.0016182512044906616,408507328.0,1574.54,0.0003,103.22872161865234,216,73,4848,356329,356430
85236.8046875,-1.3899112599999999,0.4326432943344116,201237744.0,1536.28,0.0003,111.88319396972656,220,73,4925,360624,360725
73003.03125,-1.3480127199999998,0.136918306350708,5689049088.0,1583.38,0.0003,93.24688720703125,224,73,5031,370930,371031
73399.1796875,-1.3461754400000001,0.07970419526100159,3605704192.0,1579.56,0.0003,110.1375732421875,228,73,5117,376160,376261
74104.53125,-1.3280131700000004,-0.42322838306427,1284089088.0,1624.94,0.0003,144.9859619140625,232,73,5229,385483,385584
80732.7109375,-1.3135082200000001,0.08034522831439972,1464288896.0,1659.47,0.0003,119.47496032714844,236,74,5318,394380,394481
71915.46875,-1.3038262799999998,-0.7308440208435059,459482912.0,1669.69,0.0003,93.77840423583984,240,73,5403,399284,399385
56639.984375,-1.30803292,-0.13901273906230927,206913536.0,1710.26,0.0003,110.27246856689453,244,74,5500,407471,407572
146454.125,-1.32490456,0.30858761072158813,272782458880.0,1661.93,0.0003,84.45100402832031,248,73,5580,411784,411885
39686.76171875,-1.3314812,-1.1425665616989136,16181090304.0,1678.05,0.0003,48.29955291748047,252,73,5684,418592,418693
28376.9765625,-1.33716891,0.9966313242912292,566293824.0,1647.9,0.0003,49.17963790893555,256,73,5784,425277,425378
14212.580078125,-1.3514848500000003,0.7009333372116089,13936703.0,1627.12,0.0003,25.971263885498047,260,73,5870,431084,431185
14843.3466796875,-1.3440378400000004,-0.6733190417289734,3197245952.0,1639.24,0.0003,24.328168869018555,264,73,5978,440376,440477
28130.919921875,-1.3570509,0.2052728235721588,170294544.0,1664.81,0.0003,20.776063919067383,268,74,6073,449841,449942
60066.4609375,-1.3458575199999998,0.6067572832107544,3787602688.0,1706.08,0.0003,84.51251983642578,272,74,6154,458895,458996
55691.28515625,-1.3181722700000003,-0.36835771799087524,645550656.0,1642.06,0.0003,90.5722885131836,276,74,6217,461881,461982
68445.984375,-1.3149400799999997,0.5028668642044067,2191430400.0,1621.79,0.0003,108.04244995117188,280,74,6295,468111,468212
54338.4296875,-1.3100363200000005,1.817906141281128,1455216512.0,1634.28,0.0003,90.1327133178711,284,74,6381,473770,473871
76579.078125,-1.32798788,-0.2929231524467468,15547424768.0,1641.67,0.0003,175.23153686523438,288,74,6474,481092,481193
72694.609375,-1.29185045,1.3332433700561523,2277444096.0,1669.71,0.0003,49.309043884277344,292,74,6574,491102,491203
64391.90625,-1.2965480100000002,-1.2739337682724,1377899008.0,1658.77,0.0003,21.38899803161621,296,74,6652,497718,497819
62058.30859375,-1.2487845,0.8052597045898438,27915304.0,1641.68,0.0003,11.266379356384277,300,74,6740,504542,504643
57926.88671875,-1.2520195899999997,-0.20686779916286469,44577152.0,1650.1,0.0003,12.250550270080566,304,74,6830,508930,509031
62927.0703125,-1.2113478500000001,0.4305645525455475,15078305792.0,1657.65,0.0003,14.359675407409668,308,74,6912,514488,514589
60719.79296875,-1.1795755700000001,-3.604973793029785,519945536.0,1722.52,0.0003,61.400634765625,312,74,7010,523704,523805
82590.2890625,-1.17731622,0.008113577961921692,51315482624.0,1743.92,0.0003,41.171844482421875,316,74,7109,530721,530822
65435.5625,-1.1854862400000001,-3.657768726348877,10628769792.0,1770.57,0.0003,52.832115173339844,320,74,7212,537681,537782
65411.9453125,-1.1824592299999999,-0.5278984308242798,3748076288.0,1738.9,0.0003,123.3231201171875,324,74,7304,544820,544921
73984.078125,-1.13189062,0.07261685281991959,36792885248.0,1769.54,0.0003,48.6533317565918,328,74,7381,553114,553215
60200.40625,-1.10525586,-0.09056887775659561,633731968.0,1770.44,0.0003,29.16712188720703,332,75,7483,562527,562628
76509.6328125,-1.10038605,-2.219914436340332,263043907584.0,1730.67,0.0003,42.719627380371094,336,74,7569,567447,567548
52010.12890625,-1.0832837800000001,-0.24091045558452606,1040006144.0,1760.14,0.0003,31.541831970214844,340,75,7663,575298,575399
60486.0546875,-1.0678120400000002,0.22559550404548645,104436160.0,1771.63,0.0003,27.843090057373047,344,75,7768,584634,584735
201119.6875,-1.07134183,-4.368083477020264,123667873792.0,1781.01,0.0003,37.626251220703125,348,75,7858,589885,589986
63115.5,-1.07106447,-1.2532862424850464,400153760.0,1775.86,0.0003,170.0664825439453,352,75,7942,596178,596279
89935.640625,-1.06875751,0.6010127663612366,9356983296.0,1772.46,0.0003,143.43197631835938,356,75,8033,602523,602624
75784.4609375,-1.04449418,0.34952694177627563,1676121856.0,1788.63,0.0003,36.88687515258789,360,75,8108,609947,610048
61962.4609375,-1.06736092,0.45848798751831055,19739797504.0,1755.43,0.0003,22.207843780517578,364,75,8202,615919,616020
82422.703125,-1.0738066099999999,-0.7738034725189209,931633024.0,1727.55,0.0003,26.7143611907959,368,75,8294,622596,622697
72805.765625,-1.1180627699999999,-0.9465306997299194,477741312.0,1691.29,0.0003,39.740966796875,372,74,8381,628024,628125
73765.6015625,-1.14703921,-1.1880805492401123,57772740608.0,1757.99,0.0003,39.48228454589844,376,75,8485,637680,637781
141326.03125,-1.17607695,0.6451823115348816,63298830336.0,1760.92,0.0003,49.43130874633789,380,75,8576,644203,644304
80840.015625,-1.21885927,-0.6315962076187134,1922063360.0,1791.58,0.0003,40.35787582397461,384,75,8680,652928,653029
82965.546875,-1.21820539,-0.4279063045978546,652102912.0,1772.6,0.0003,40.02055740356445,388,75,8763,658352,658453
76288.84375,-1.23486359,-0.543097972869873,183247920.0,1731.63,0.0003,37.33483123779297,392,75,8846,664265,664366
76488.7109375,-1.25195515,-0.06863006949424744,1262336256.0,1716.84,0.0003,25.606597900390625,396,74,8942,669402,669503
65400.2734375,-1.2863441,0.5328340530395508,200642864.0,1697.57,0.0003,48.01716995239258,400,74,9014,674299,674400
79453.078125,-1.3220070099999999,0.40154582262039185,3238382336.0,1681.98,0.0003,33.65963363647461,404,74,9082,677128,677229
80911.390625,-1.3784092899999998,-0.9710041880607605,4763433984.0,1671.93,0.0003,54.08477020263672,408,74,9164,681681,681782
99432.703125,-1.40184696,-1.171783208847046,14343882752.0,1675.31,0.0003,91.00993347167969,412,74,9264,691235,691336
90656.9609375,-1.43133541,-0.5498058795928955,1135488000.0,1672.0,0.0003,44.718482971191406,416,74,9354,697921,698022
93637.78125,-1.44102296,0.36372989416122437,421118720.0,1712.26,0.0003,42.10887145996094,420,74,9462,708907,709008
92268.078125,-1.46643409,0.8312931060791016,14439309312.0,1697.13,0.0003,25.810270309448242,424,74,9553,714533,714634
2379293.5,-1.4726343899999994,-1.1064680814743042,1531027797311488.0,1674.08,0.0003,64.10457611083984,428,74,9642,720522,720623
94873.2109375,-1.4872190199999997,0.5871819257736206,4767511552.0,1658.63,0.0003,117.61241149902344,432,74,9738,728390,728491
254947.625,-1.5063504799999998,0.906679630279541,11156634730496.0,1653.35,0.0003,135.4267120361328,436,74,9834,732782,732883
148487.65625,-1.5183229800000004,0.41973626613616943,180810579968.0,1649.28,0.0003,277.7138366699219,440,74,9925,740226,740327
110849.578125,-1.5592696300000002,0.9503578543663025,7209861632.0,1612.56,0.0003,165.2392120361328,444,74,10023,745890,745991
109009.65625,-1.5533784300000002,0.5771126747131348,602847872.0,1650.33,0.0003,146.4840545654297,448,74,10114,754918,755019
119748.7265625,-1.51669168,0.034042663872241974,9071520768.0,1634.59,0.0003,78.81269073486328,452,74,10191,759637,759738
146250.484375,-1.4778473899999998,-0.02839472144842148,215248060416.0,1638.71,0.0003,171.72207641601562,456,74,10282,766394,766495
87157.28125,-1.5327703499999998,1.2308002710342407,362245504.0,1647.24,0.0003,59.5146598815918,460,74,10389,774671,774772
99177.5234375,-1.56370408,0.3016001582145691,1834124800.0,1668.44,0.0003,64.51195526123047,464,74,10481,782763,782864
116609.7265625,-1.5432550299999996,-0.484973281621933,112934223872.0,1662.88,0.0003,109.05455780029297,468,74,10578,788884,788985
109830.515625,-1.50329329,-0.9684187173843384,9925062656.0,1655.74,0.0003,153.3099365234375,472,74,10658,793598,793699
106820.359375,-1.4882384400000002,0.30137354135513306,4502498304.0,1625.79,0.0003,123.19857025146484,476,74,10742,800259,800360
90162.59375,-1.48288544,0.5898635983467102,431108718592.0,1640.71,0.0003,131.72763061523438,480,74,10843,808274,808375
87146.609375,-1.4669301000000001,-0.6026298403739929,201148960.0,1613.16,0.0003,98.23478698730469,484,74,10934,814244,814345
81221.328125,-1.4432717000000006,-0.09133748710155487,331704192.0,1640.16,0.0003,64.9107437133789,488,74,11009,822368,822469
150825.921875,-1.43313763,-0.5465879440307617,47040315392.0,1634.82,0.0003,151.45108032226562,492,74,11090,827747,827848
95255.8203125,-1.3944101700000002,0.039761923253536224,558189952.0,1641.12,0.0003,190.0579833984375,496,74,11174,833514,833615
98701.25,-1.34778429,0.012288860976696014,285790784.0,1631.91,0.0003,96.59896850585938,500,74,11245,837490,837591
289648.5625,-1.3117713699999998,-0.7377747893333435,194259779584.0,1670.62,0.0003,133.6976318359375,504,74,11326,844190,844291
165488.4375,-1.30160663,0.5953065156936646,1016063104.0,1714.73,0.0003,468.1962890625,508,74,11423,853154,853255
143410.203125,-1.30153062,-0.7443448901176453,911659840.0,1689.2,0.0003,302.69439697265625,512,74,11519,860155,860256
172839.0,-1.2924309299999999,0.16553010046482086,2604322560.0,1684.19,0.0003,372.3179931640625,516,74,11622,866340,866441
3068248.25,-1.2597977900000001,-0.2521485686302185,775917517406208.0,1609.26,0.0003,310.83599853515625,520,74,11699,869833,869934
144001.421875,-1.20409047,0.04624997824430466,19235274752.0,1593.89,0.0003,321.2239685058594,524,74,11782,873922,874023
133835.15625,-1.22063927,0.8808045387268066,27361701888.0,1596.58,0.0003,328.9385070800781,528,74,11860,880180,880281
137296.75,-1.21886109,0.5050128698348999,8276659712.0,1584.15,0.0003,215.1613006591797,532,74,11967,886805,886906
127409.4765625,-1.2102913400000002,1.2312021255493164,904583808.0,1627.45,0.0003,143.81356811523438,536,74,12065,895527,895628
98799.1171875,-1.2299018000000002,0.0023933127522468567,1841472512.0,1620.04,0.0003,92.4630126953125,540,74,12156,902230,902331
135592.0,-1.18899847,-0.8170731067657471,19356751872.0,1610.95,0.0003,79.32965087890625,544,74,12238,906985,907086
116937.796875,-1.1529631500000002,-0.7224962115287781,1211673344.0,1618.18,0.0003,125.61221313476562,548,74,12337,916736,916837
89200.4765625,-1.2017253499999998,-1.3094114065170288,192379408.0,1658.56,0.0003,25.416704177856445,552,74,12423,925493,925594
93502.25,-1.24004045,0.29560911655426025,8387826688.0,1643.79,0.0003,51.27242660522461,556,74,12503,930773,930874
71342.734375,-1.20912554,-0.22085504233837128,505657216.0,1642.66,0.0003,33.268760681152344,560,74,12596,938937,939038
388617.5625,-1.2222084199999999,0.931833028793335,11177849520128.0,1653.08,0.0003,9.784212112426758,564,74,12694,948071,948172
59910.4296875,-1.2676487899999997,-3.491339921951294,357196608.0,1665.14,0.0003,25.778297424316406,568,74,12777,955398,955499
562705.8125,-1.2908117799999999,0.6751546859741211,3667666141184.0,1655.71,0.0003,54.10806655883789,572,74,12847,959169,959270
599023.5625,-1.3405412799999998,-3.485083818435669,60534271508480.0,1651.93,0.0003,112.1199951171875,576,74,12933,965452,965553
77239.2578125,-1.35849313,-0.2654222846031189,1120894208.0,1668.09,0.0003,94.88265228271484,580,74,13026,975083,975184
91006.234375,-1.34997301,1.7265427112579346,324022944.0,1706.74,0.0003,20.45703887939453,584,74,13139,984918,985019
133294.140625,-1.39634691,1.58690345287323,11040557367296.0,1694.3,0.0003,8.723234176635742,588,74,13234,991798,991899
73865.5234375,-1.4073820500000003,0.2436896562576294,189678368.0,1675.75,0.0003,5.06504487991333,592,74,13313,995322,995423
